,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
1271,1545,New South Wales,S,202,251,NA,Oats,Winter,Oats,60,1-Mar,151,31-May,105.5,92,274,1-Oct,365,31-Dec,319.5,92,FAS Australia,,NA,Oats.Winter,251,214,-32.48457313,147.6181474,2400.053706,-5.320640011,16.78524974,47.90410211,8.721710113,36.89185264,24.38705195,65.50669402,7,6,1,1,16.98280454,42.14777538,0.647150316,12.10224043,173.1095205,0.249619456,349,0.90482702,190,0.444138034,-4.820896985,0.889068298,2749.562353,1893.562353,1679.562353,1037.562353,650.2780137,6112.804967,4652.804967,4287.804967,3192.804967,2503.527781,NA,NA,NA,NA,186.7615735,0,0,59,103,154,185,0,0,58,102,154,185,71,306,130,130,365,130,12.84842221,44.77914795,NA,NA,NA,NA,2,TRUE,2X
1299,1573,Western Australia,S,202,255,NA,Barley,Winter,Barley,91,1-Apr,181,30-Jun,136,91,305,1-Nov,365,31-Dec,335,61,FAS Australia,,NA,Barley.Winter,255,199,-32.42723027,118.6025245,9496.941085,-1.226042892,16.98264798,34.53271838,10.89395673,14.26532639,23.41214909,66.38202398,7,12,1,6,14.23735643,51.84395889,0.519878347,11.31572904,118.7782408,0.071460825,350,1.48734296,166,0.886438536,-3.714777977,1.410594432,2748.10722,1952.10722,1753.10722,1156.10722,758.1072199,6186.923745,4726.923745,4361.923745,3266.923745,2536.923745,NA,NA,NA,NA,NA,0,0,0,72,142,164,0,0,0,72,149,188,127,365,127,127,365,127,13.80958402,43.93535891,NA,NA,NA,NA,2,TRUE,2X
553,659,Argentina,N,226,NA,NA,Soybeans,,Soybean,303,30-Oct,364,30-Dec,333.5,62,89,30-Mar,150,30-May,119.5,62,MWCACP Updates,,NA,Soybeans,226,151,-32.42097897,-61.87204761,90882.60333,-7.452937772,17.78879829,75.53681597,11.15266597,26.79093039,24.49985714,128.698293,7,8,1,3,22.03345407,107.4075723,0.640222005,15.01743398,289.9147764,0.381350493,228,0.948358619,75,0.57290912,-4.095280254,0.547225156,3317.831025,2713.831025,2562.831025,2109.831025,1807.831025,6482.15248,5022.15248,4657.15248,3562.15248,2832.15248,NA,NA,NA,NA,NA,0,0,0,0,0,6,0,0,0,57,128,167,309,365,309,309,365,309,21.97239089,107.4945618,NA,NA,NA,NA,2,FALSE,2
1268,1542,New South Wales,S,202,251,NA,Wheat,,Wheat,91,1-Apr,181,30-Jun,136,91,311,7-Nov,31,31-Jan,353.5,86,FAS Australia,,NA,Wheat,251,217.5,-32.35793077,147.5898436,34405.21692,-5.418305821,16.90324326,47.14859633,8.766255384,36.08593983,24.56441386,65.04143655,7,6,1,1,12.87018955,47.83268014,0.582677254,11.31947455,126.3863607,0.241933416,349,0.880712016,191,0.801168101,-4.868337974,0.886767832,3063.877552,2191.877552,1973.877552,1319.877552,921.8461587,6155.78494,4695.78494,4330.78494,3235.78494,2543.753546,NA,NA,NA,NA,39.39559117,0,0,57,101,137,153,0,0,57,101,152,183,128,365,128,128,365,128,14.05448418,44.50065808,NA,NA,NA,NA,2,TRUE,2X
1301,1575,Western Australia,S,202,255,NA,Oats,Winter,Oats,91,1-Apr,181,30-Jun,136,91,305,1-Nov,365,31-Dec,335,61,FAS Australia,,NA,Oats.Winter,255,199,-31.42483523,117.4333316,2508.094576,-1.224646128,17.85244017,33.98003365,11.38700279,11.63467294,24.74321455,73.83847128,7,12,1,6,14.91370937,53.81287922,0.547025442,11.36948405,125.3723839,0.055546696,350,1.532816303,166,0.85341958,-3.980516504,1.485340557,2871.539216,2075.539216,1876.539216,1279.539216,881.5392163,6503.383311,5043.383311,4678.383311,3583.383311,2853.383311,NA,NA,NA,NA,NA,0,0,0,51,136,156,0,0,0,51,137,173,122,365,122,122,365,122,14.42984531,44.26737855,NA,NA,NA,NA,2,TRUE,2X
1305,1579,Western Australia,S,202,255,NA,Millet,,Broom Millet,274,1-Oct,334,30-Nov,304,61,91,1-Apr,120,30-Apr,105.5,30,FAS Australia,,NA,Millet,255,166.5,-31.32645414,118.1052394,7.79914539,-0.140594453,17.52846603,42.61235182,11.87120626,18.31333271,23.4979964,78.16772387,7,12,1,6,17.88188536,28.36823084,0.627891428,14.16887615,262.3554553,0.093548719,349,1.60764782,166,0.182451357,-3.450246877,1.330054018,3587.687442,2919.687442,2752.687442,2251.687442,1917.687442,6387.020323,4927.020323,4562.020323,3467.020323,2737.020323,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,13,134,177,133,365,133,133,365,133,21.48315834,28.5784455,NA,NA,NA,NA,2,FALSE,2
1298,1572,Western Australia,S,202,255,NA,Wheat,,Wheat,121,1-May,181,30-Jun,151,61,305,1-Nov,31,31-Jan,350.5,92,FAS Australia,,NA,Wheat,255,199.5,-31.31357473,117.2934255,45972.45825,-1.277688132,17.96055597,33.4697833,11.39830938,11.21370387,24.97380005,73.86652327,7,12,1,6,13.74927748,63.60812678,0.531880993,11.13301868,113.0171004,0.053107782,350,1.523288142,166,1.174912853,-4.05303919,1.494975658,3024.43525,2224.43525,2024.43525,1424.43525,1024.43525,6542.637238,5082.637238,4717.637238,3622.637238,2892.637238,NA,NA,NA,NA,NA,0,0,0,49,120,140,0,0,0,49,136,171,120,365,120,120,365,120,15.12217625,40.05624638,NA,NA,NA,NA,2,TRUE,2X
552,658,Argentina,N,226,NA,NA,Sorghum,,Sorghum,280,7-Oct,365,31-Dec,322.5,86,92,2-Apr,209,28-Jul,150.5,118,MWCACP Updates,,NA,Sorghum,226,193,-31.12773247,-61.89095242,6498.918793,-6.905148769,18.77345579,75.66843527,12.23814311,24.20717967,25.27537942,130.642602,7,7,1,3,22.12060197,104.5117985,0.655859628,14.66902656,286.3286803,0.322541336,227,0.928518044,75,0.56432878,-4.018667325,0.535724917,4181.687562,3409.687562,3216.687562,2637.687562,2251.687562,6841.850598,5381.850598,5016.850598,3921.850598,3191.850598,NA,NA,NA,NA,NA,0,0,0,0,9,28,0,0,0,0,105,146,282,365,282,282,365,282,21.66677493,99.76569434,NA,NA,NA,NA,2,FALSE,2
1274,1548,New South Wales,S,202,251,NA,Cotton,,Cotton,274,1-Oct,334,30-Nov,304,61,60,1-Mar,151,31-May,105.5,92,FAS Australia,,NA,Cotton,251,166.5,-30.58486828,149.4980096,2684.761805,-6.696491365,17.05087971,56.14198761,8.881342344,37.77602759,24.44076605,90.85252158,7,6,1,1,18.8961913,61.65536379,0.663383057,14.12573042,271.1027623,0.335699524,336,0.849637471,195,0.375960946,-4.810206361,0.78067384,3705.528103,3037.528103,2870.528103,2369.528103,2035.528103,6210.17848,4750.17848,4385.17848,3290.17848,2589.756017,NA,NA,NA,NA,2237.839439,0,0,0,0,0,0,0,0,53,96,148,177,73,313,125,125,365,125,22.18879104,67.19974462,NA,NA,NA,NA,2,FALSE,2
449,532,South Africa,N,227,NA,NA,Barley,Winter,Barley,100,10-Apr,172,21-Jun,136,73,283,10-Oct,353,19-Dec,318,71,GIEWS,,NA,Barley.Winter,227,182,-30.48096544,23.26230371,866.0231512,-6.572627583,16.81375819,30.18860985,9.880992664,13.76686973,23.11690172,51.2613584,7,7,1,3,13.09334752,19.09788136,0.747017691,11.41930726,153.2798353,0.133267487,258,0.344461641,96,0.262065343,-4.092681334,0.655512591,2423.115915,1695.115915,1513.115915,967.1159148,604.4250343,6126.073906,4666.073906,4301.073906,3206.073906,2477.383025,NA,NA,NA,NA,47.71568317,0,0,22,85,125,149,0,0,22,85,141,181,0,343,0,0,365,0,13.31382371,19.74701035,NA,NA,NA,NA,2,TRUE,2X
1272,1546,New South Wales,S,202,251,NA,Sorghum,,Sorghum,244,1-Sep,31,31-Jan,320,153,60,1-Mar,181,30-Jun,120.5,122,FAS Australia,,NA,Sorghum,251,165.5,-30.40669677,150.2798698,1391.787761,-6.923968331,16.726989,60.89823777,8.683509743,41.10035443,23.94319651,100.5807851,7,6,1,1,20.05515061,67.27469324,0.644112012,14.55256449,281.4150434,0.38254571,330,0.900444773,192,0.384083172,-4.706219745,0.766953336,3565.456782,2901.456782,2735.456782,2237.456782,1905.456782,6092.259014,4632.259014,4267.259014,3172.259014,2482.394248,NA,NA,NA,NA,2005.256285,0,0,0,0,0,15,0,0,58,101,151,182,97,306,156,156,365,156,21.47865531,72.08906837,NA,NA,NA,NA,2,FALSE,2
450,533,South Africa (West),S,227,-1,NA,Maize,,Maize,335,1-Dec,31,31-Jan,0.5,62,152,1-Jun,181,30-Jun,166.5,30,GIEWS,,NA,Maize,-1,166,-30.26535288,22.72295389,207.9970884,-5.139168167,18.13322476,34.86892554,10.89340224,20.60762944,24.65993743,53.70346139,7,9,1,2,24.1086596,39.73071894,0.776231348,14.97314745,329.2763099,0.15964436,349,0.432415887,166,0.18032311,-4.243927363,0.80060301,3258.537543,2594.537543,2428.537543,1930.537543,1598.537543,6607.5502,5147.5502,4782.5502,3687.5502,2957.5502,NA,NA,NA,NA,NA,0,0,0,9,36,52,0,0,0,57,119,155,0,365,0,0,365,0,19.62974423,42.03211476,NA,NA,NA,NA,2,FALSE,2
695,861,Argentina,N,226,NA,NA,Rice,,Rice,242,30-Aug,349,15-Dec,295.5,108,59,28-Feb,175,24-Jun,117,117,Avg GMu,,NA,Rice,226,186.5,-30.24331628,-59.01373421,1911.658705,-4.673566506,19.59675642,99.24380187,13.64754518,50.35522492,25.93196616,146.8692813,7,7,1,3,20.12179472,116.6383021,0.623851769,13.8511707,252.6272477,0.586239367,352,1.207936539,114,0.745658568,-3.780338234,0.748154466,4342.597485,3594.597485,3407.597485,2846.597485,2472.597485,7142.564966,5682.564966,5317.564966,4222.564966,3492.564966,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,79,131,365,365,365,365,365,365,23.22244644,124.4421165,NA,NA,NA,NA,2,FALSE,2
306,357,Lesotho,N,230,NA,NA,Sorghum,,Sorghum,305,1-Nov,365,31-Dec,335,61,137,17-May,181,30-Jun,159,45,GIEWS,,NA,Sorghum,230,189,-29.55769614,27.92039944,252.1593457,-10.81388298,12.88294758,63.71909498,6.405267614,13.73058053,18.52637809,118.5393382,6,7,1,1,16.45359334,93.17883113,0.643068186,14.78747363,289.9487387,0.232071485,197,0.810850083,75,0.55538238,-3.57606743,0.473089935,2766.371789,2010.371789,1821.371789,1260.165388,927.682839,4693.246307,3233.246307,2868.246307,1842.927749,1298.449865,NA,NA,NA,1260.165388,927.682839,0,0,33,51,76,116,0,0,112,145,224,292,208,254,211,211,365,211,14.63688777,82.42827963,NA,NA,NA,NA,2,FALSE,2
304,355,Lesotho,N,230,NA,NA,Wheat,Winter,Wheat,121,1-May,151,31-May,136,31,305,1-Nov,334,30-Nov,319.5,30,GIEWS,,NA,Wheat.Winter,230,183.5,-29.54051152,28.29168289,171.5570719,-11.46816758,11.54035661,68.36321606,5.258394639,14.57948169,16.99704085,127.8457329,6,7,1,1,7.835453432,28.08482253,0.739683283,11.46823723,156.1109123,0.257521125,196,0.870803363,75,0.439240414,-3.453721379,0.455040394,1639.612312,903.6123115,719.6123115,333.8522595,172.9142958,4203.427288,2743.427288,2378.427288,1449.81095,950.4251181,NA,NA,NA,0,0,0,0,112,138,184,184,0,0,134,178,270,365,223,365,223,223,365,223,8.910936476,40.3323079,NA,NA,NA,NA,2,TRUE,2X
305,356,Lesotho,N,230,NA,NA,Maize,,Maize,274,1-Oct,365,31-Dec,319.5,92,121,1-May,181,30-Jun,151,61,GIEWS,,NA,Maize,230,196.5,-29.42981599,28.04248949,1136.396619,-11.05764741,12.62953064,64.80089698,6.153314776,13.30963908,18.21545802,121.6994246,6,7,1,1,15.37041203,91.35946635,0.630950127,14.46823942,277.6566763,0.226175512,197,0.823845787,75,0.583910805,-3.558052218,0.462988358,2906.254856,2118.254856,1921.254856,1332.163257,972.9528722,4600.799002,3140.799002,2775.799002,1768.52913,1232.756673,NA,NA,NA,1332.163257,972.9528722,0,0,27,46,71,135,0,0,115,150,231,304,208,250,213,213,365,213,14.75256272,86.94471606,NA,NA,NA,NA,2,FALSE,2
451,535,South Africa,N,227,NA,NA,Rice,,Rice,253,10-Sep,354,20-Dec,303.5,102,100,10-Apr,171,20-Jun,135.5,72,GIEWS,,NA,Rice,227,197,-28.44371911,26.66404816,13.2443967,-4.662244205,17.32283509,51.13740411,11.05270267,17.08986584,22.41902103,91.75613372,7,7,1,1,19.18057895,66.57301399,0.663255214,13.99238741,271.6155841,0.240881306,258,0.48435805,16,0.402103096,-3.474229237,0.528723232,3961.133368,3173.133368,2976.133368,2385.133368,1991.133368,6313.827568,4853.827568,4488.827568,3393.827568,2663.827568,NA,NA,NA,NA,NA,0,0,0,0,8,26,0,0,0,53,119,160,0,311,0,0,365,0,20.10727598,69.32509056,NA,NA,NA,NA,2,FALSE,2
454,538,South Africa,N,227,NA,NA,Soybeans,,Soybean,284,11-Oct,353,19-Dec,318.5,70,100,10-Apr,171,20-Jun,135.5,72,GIEWS,,NA,Soybeans,227,182,-28.44266376,26.66746644,1119.636563,-4.656185258,17.32606936,51.1450509,11.05701806,17.09478607,22.4215804,91.7835496,7,7,1,1,20.04250468,74.98859872,0.650742431,14.37442241,281.6316926,0.240957429,258,0.484500932,16,0.427584174,-3.473585282,0.528734217,3667.501511,2939.501511,2757.501511,2211.501511,1847.501511,6315.009248,4855.009248,4490.009248,3395.009248,2665.009248,NA,NA,NA,NA,NA,0,0,0,0,8,26,0,0,0,53,119,160,0,365,0,0,365,0,20.1511072,69.21693287,NA,NA,NA,NA,2,FALSE,2
698,864,South Africa (except Western Cape),S,227,-1,NA,Wheat,Winter,Winter Wheat,117,27-Apr,187,6-Jul,152,71,272,29-Sep,350,16-Dec,311,79,Avg GMu,"MWCACP: Earlier crop development in Western Cape. GIEWS doesn't make any geographical qualifications, but I assume that its data also do not apply to the Western Cape (see README file).",NA,Wheat.Winter,-1,159,-28.42901385,26.68412004,5157.331524,-8.08499411,16.32593266,47.70014924,8.794861392,8.633422872,22.54460346,90.87474593,6,7,1,1,10.36191971,14.38206665,0.803738503,11.30072878,154.7562776,0.128174874,197,0.506539195,75,0.213642065,-4.206173933,0.435310702,2048.142321,1412.142321,1253.142321,776.1423209,507.8867957,5948.578842,4488.578842,4123.578842,3028.578842,2348.323316,NA,NA,NA,NA,0.582061825,0,0,55,80,104,127,0,0,55,95,143,182,9,365,9,9,365,9,12.88139824,25.0814006,NA,NA,NA,NA,2,TRUE,2X
452,536,South Africa,N,227,NA,NA,Millet,,Millet,233,21-Aug,354,20-Dec,293.5,122,100,10-Apr,202,21-Jul,151,103,GIEWS,,NA,Millet,227,222.5,-28.42318756,26.67010492,203.4041407,-4.647192671,17.34289091,51.08833369,11.07085798,17.03132582,22.43764866,91.77899102,7,7,1,1,18.63206688,60.87803901,0.671625809,13.71142295,262.7078262,0.240039384,258,0.484341769,16,0.386045117,-3.47452406,0.527996816,4367.213479,3475.213479,3252.213479,2583.213479,2137.213479,6321.150584,4861.150584,4496.150584,3401.150584,2671.150584,NA,NA,NA,NA,NA,0,0,0,0,24,42,0,0,0,53,119,160,0,365,0,0,365,0,19.58391695,65.74578391,NA,NA,NA,NA,2,FALSE,2
565,677,Brazil (Rio Grande do Sul),S,174,1288,NA,Wheat,Winter,Winter Wheat,119,29-Apr,180,29-Jun,149.5,62,270,27-Sep,364,30-Dec,317,95,MWCACP Updates,,NA,Wheat.Winter,1288,167.5,-28.3129202,-53.47385524,6663.496967,-3.977742711,19.5143664,142.4681471,14.43462898,125.0032191,24.44203984,174.6044292,7,3,1,9,15.69014277,137.5545265,0.498461409,11.33529548,120.0219609,0.734352636,350,2.586441163,167,2.221412356,-3.131883626,1.018750573,2817.539381,2145.539381,1977.539381,1473.539381,1137.539381,7114.030376,5654.030376,5289.030376,4194.030376,3464.030376,NA,NA,NA,NA,NA,0,0,0,0,49,108,0,0,0,0,48,125,365,365,365,365,365,365,16.77106774,151.8383336,NA,NA,NA,NA,2,TRUE,2X
556,662,Argentina,N,226,NA,NA,Cotton,,Cotton,246,3-Sep,333,29-Nov,289.5,88,47,16-Feb,179,28-Jun,113,133,MWCACP Updates,,NA,Cotton,226,188.5,-27.18125516,-60.84444261,4660.453437,-4.132949942,21.56092439,83.56087216,15.33531656,24.2776854,27.31942044,141.2699815,6,8,1,3,22.49714499,84.50594349,0.619688718,13.55125136,247.6587296,0.265177259,227,0.979211648,105,0.526573184,-3.760232878,0.561146592,4732.279554,3976.279554,3787.279554,3220.279554,2842.279554,7860.519635,6400.519635,6035.519635,4940.519635,4210.519635,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,78,255,365,255,255,365,255,25.03851616,121.1469658,NA,NA,NA,NA,2,FALSE,2
697,863,South Africa (East),S,227,-1,NA,Maize,,Maize,271,28-Sep,365,31-Dec,318,95,115,25-Apr,193,12-Jul,154,79,Avg GMu,"MWCACP doesn't distinguish between east and west, but it looks like they're just presenting the calendar for the east",NA,Maize,-1,201,-27.07357981,27.50372784,30426.73242,-7.515461826,16.5537566,52.61299633,9.312247207,5.812789056,21.9896531,111.4284673,6,7,1,1,19.86903045,86.91398077,0.663240197,14.2694751,284.0250816,0.080170544,196,0.59890101,16,0.492981991,-3.850965665,0.364599645,3771.806841,2967.806841,2766.806841,2163.806841,1761.806841,6032.879257,4572.879257,4207.879257,3112.879257,2404.83163,NA,NA,NA,NA,1763.746716,0,0,0,12,38,55,0,0,42,83,134,172,94,322,94,94,365,94,18.76520816,71.89416761,NA,NA,NA,NA,2,FALSE,2
1277,1551,Queensland,S,202,253,NA,Barley,Winter,Barley,121,1-May,151,31-May,136,31,274,1-Oct,365,31-Dec,319.5,92,FAS Australia,,NA,Barley.Winter,253,183.5,-27.02993613,150.5671082,1891.367783,-4.310380094,19.02346211,58.81802152,11.31684302,31.66812071,25.284226,93.4755714,7,9,1,12,15.48455698,46.23934223,0.609148916,11.59573215,148.3706141,0.248187536,258,0.621142025,196,0.599164528,-4.357953463,0.66514539,2818.964819,2082.964819,1898.964819,1346.964819,978.9648195,6932.081439,5472.081439,5107.081439,4012.081439,3282.081439,NA,NA,NA,NA,NA,0,0,0,34,106,129,0,0,0,34,106,140,91,365,91,91,365,91,15.32046098,44.20821025,NA,NA,NA,NA,2,TRUE,2X
56,73,Brazil,N,174,NA,NA,Barley,Winter,Barley,131,11-May,202,21-Jul,166.5,72,284,11-Oct,355,21-Dec,319.5,72,GIEWS,,NA,Barley.Winter,174,153,-26.9214747,-52.02565961,1374.176975,-4.27872696,18.31899588,142.6284873,13.75442258,120.2821484,22.65820078,166.0735103,7,4,1,9,13.84700905,134.6681573,0.452332234,11.2997469,113.0529732,0.893162332,319,2.415336886,166,2.413437448,-2.789713604,0.945574636,2472.653338,1860.653338,1707.653338,1248.653338,942.6533379,6678.610699,5218.610699,4853.610699,3758.610699,3028.610699,NA,NA,NA,NA,NA,0,0,0,0,58,100,0,0,0,0,79,146,365,365,365,365,365,365,16.16113293,145.0160526,NA,NA,NA,NA,2,TRUE,2X
1283,1557,Queensland,S,202,253,NA,Millet,,Broom Millet,274,1-Oct,334,30-Nov,304,61,91,1-Apr,151,31-May,121,61,FAS Australia,,NA,Millet,253,182,-26.80919013,150.5113497,254.5114116,-4.126103804,19.2006601,58.70489107,11.53915926,31.11591744,25.39589707,94.43452755,7,9,1,12,21.46940973,66.60081968,0.673818911,13.91906773,275.1681783,0.241527768,258,0.601930219,196,0.379397702,-4.322201471,0.656508819,4243.107795,3515.107795,3333.107795,2787.107795,2423.107795,6996.884986,5536.884986,5171.884986,4076.884986,3346.884986,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,23,102,137,95,365,95,95,365,95,23.31377909,75.63508961,NA,NA,NA,NA,2,FALSE,2
453,537,South Africa,N,227,NA,NA,Sorghum,,Sorghum,335,1-Dec,31,31-Jan,0.5,62,152,1-Jun,181,30-Jun,166.5,30,GIEWS,,NA,Sorghum,227,166,-26.77872491,28.07771326,1104.254758,-7.014670371,16.57058652,53.57587004,9.285809804,6.383454431,21.86368234,113.8801831,6,7,1,1,21.54715221,107.121421,0.635567912,14.66360118,289.7544329,0.087420582,196,0.619811849,15,0.574412997,-3.832227148,0.358942464,2901.892836,2237.892836,2071.892836,1573.892836,1244.540399,6039.005151,4579.005151,4214.005151,3119.005151,2412.029526,NA,NA,NA,NA,1244.540399,0,0,7,25,50,67,0,0,42,82,132,168,96,322,96,96,365,96,17.48128215,59.70323312,NA,NA,NA,NA,2,FALSE,2
474,558,Swaziland,N,229,NA,NA,Wheat,Winter,Wheat,121,1-May,151,31-May,136,31,305,1-Nov,334,30-Nov,319.5,30,GIEWS,,NA,Wheat.Winter,229,183.5,-26.69819934,31.40487051,2.026696536,0.660899367,19.32476883,73.15510286,14.62503181,11.21656832,22.98229622,147.6885128,6,6,1,1,17.20811771,24.80240413,0.73315255,11.61227024,166.3371552,0.148459691,166,0.851144855,16,0.276916396,-2.367800039,0.397905491,3176.960476,2440.960476,2256.960476,1704.960476,1336.960476,7046.790023,5586.790023,5221.790023,4126.790023,3396.790023,NA,NA,NA,NA,NA,0,0,0,0,36,95,0,0,0,0,36,95,200,365,200,200,365,200,17.26608955,43.01476879,NA,NA,NA,NA,4,TRUE,4X
476,560,Swaziland,N,229,NA,NA,Rice,,Rice,284,11-Oct,324,20-Nov,304,41,10,10-Jan,140,20-May,75,131,GIEWS,,NA,Rice,229,136,-26.69527733,31.40138669,0.455575346,0.628771962,19.3012798,73.34567062,14.60072579,11.23685638,22.95786932,148.1843473,6,6,1,1,20.15854223,107.6008371,0.537849989,13.91314182,243.1345505,0.14879351,166,0.854324433,16,0.706961807,-2.367952513,0.397587615,3003.043131,2459.043131,2323.043131,1915.043131,1643.043131,7038.218145,5578.218145,5213.218145,4118.218145,3388.218145,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,38,95,200,365,200,200,365,200,22.08119949,125.7501052,NA,NA,NA,NA,4,FALSE,4
477,561,Swaziland,N,229,NA,NA,Sorghum,,Sorghum,335,1-Dec,365,31-Dec,350,31,152,1-Jun,181,30-Jun,166.5,30,GIEWS,,NA,Sorghum,229,181.5,-26.66513512,31.38615095,10.43106003,0.413833992,19.10611947,75.54202337,14.43344003,11.80716119,22.73071491,152.3757852,6,6,1,1,21.93520236,129.4914785,0.527579428,14.68135692,262.0027422,0.156677108,196,0.881269172,16,0.759053026,-2.349319875,0.397358384,3676.61937,2948.61937,2766.61937,2220.61937,1856.61937,6967.028046,5507.028046,5142.028046,4047.028046,3317.028046,NA,NA,NA,NA,NA,0,0,0,0,8,31,0,0,0,0,43,100,203,365,203,203,365,203,20.20120533,88.05408866,NA,NA,NA,NA,4,FALSE,4
475,559,Swaziland,N,229,NA,NA,Maize,,Maize,274,1-Oct,334,30-Nov,304,61,121,1-May,151,31-May,136,31,GIEWS,,NA,Maize,229,197,-26.63005867,31.39711205,713.8315012,0.594668932,19.28556877,74.84674116,14.58267671,11.39051656,22.94140778,151.8327759,6,6,1,1,20.14670744,109.2227051,0.538103034,13.9097566,243.2099815,0.150391927,166,0.875248826,16,0.717536891,-2.37194278,0.396047468,4190.486783,3402.486783,3205.486783,2614.486783,2220.486783,7032.472421,5572.472421,5207.472421,4112.472421,3382.472421,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,38,96,201,365,201,201,365,201,21.27150651,106.9346109,NA,NA,NA,NA,4,FALSE,4
1282,1556,Queensland,S,202,253,NA,Cotton,,Cotton,274,1-Oct,365,31-Dec,319.5,92,60,1-Mar,181,30-Jun,120.5,122,FAS Australia,,NA,Cotton,253,166,-26.47373282,149.8952881,1344.055768,-4.212786304,19.40984718,57.10391646,11.60108658,28.98545815,25.74121498,93.24604457,7,9,1,1,23.09443916,67.94949033,0.674604034,14.26134465,287.6344489,0.221195498,258,0.566333118,196,0.358418508,-4.418901546,0.649980119,3937.073206,3273.073206,3107.073206,2609.073206,2277.073206,7073.097402,5613.097402,5248.097402,4153.097402,3423.097402,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,21,100,134,72,365,72,72,365,72,23.71730847,75.2743373,NA,NA,NA,NA,2,FALSE,2
1276,1550,Queensland,S,202,253,NA,Wheat,,Wheat,91,1-Apr,212,31-Jul,151.5,122,274,1-Oct,334,30-Nov,304,61,FAS Australia,,NA,Wheat,253,152.5,-26.18911399,149.7139797,10551.54222,-4.056706066,19.59299654,57.33714571,11.81667068,27.93068061,25.87478556,95.35228157,7,9,1,1,14.32133365,38.20376651,0.649845791,11.43991132,145.0570247,0.210636737,258,0.558452893,136,0.529232503,-4.393048618,0.64052358,2338.894444,1726.894444,1573.894444,1114.894444,808.8944437,7140.062974,5680.062974,5315.062974,4220.062974,3490.062974,NA,NA,NA,NA,NA,0,0,0,9,90,108,0,0,0,10,96,130,73,365,73,73,365,73,15.28689179,38.2125173,NA,NA,NA,NA,2,TRUE,2X
620,740,Paraguay,N,223,NA,NA,Soybeans,,Soybean,280,7-Oct,365,31-Dec,322.5,86,60,1-Mar,182,1-Jul,121,123,MWCACP Updates,,NA,Soybeans,223,163.5,-25.68330595,-55.3040432,11585.16093,-2.138478998,21.40915963,146.1373599,16.28862385,92.06698412,25.88359916,194.6095992,6,7,1,10,23.77247243,163.7594591,0.559523965,14.26746778,260.6154741,0.857300664,350,2.084934516,166,0.937252151,-3.031530157,0.867821763,3994.055385,3338.055385,3174.055385,2682.055385,2354.055385,7806.333496,6346.333496,5981.333496,4886.333496,4156.333496,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,50,365,365,365,365,365,365,24.35399625,157.2266999,NA,NA,NA,NA,2,FALSE,2
